17,HA,LAS,HNL,N389HA,16,2018-04-12T09:02:31,0,361,1
617,US,ANC,PHX,N804AW,21,2018-03-07T05:44:33,-9,298,1
1528,UA,SJU,EWR,N76519,12,2018-07-23T08:11:38,3,220,1
134,AS,ANC,SEA,N464AS,17,2018-03-03T01:41:14,-15,170,1
304,B6,SJU,JFK,N607JB,12,2018-03-24T14:44:56,-2,231,1
451,NK,PBG,FLL,N633NK,10,2018-01-15T00:53:49,-16,174,1
972,NK,PHX,DFW,N606NK,11,2018-03-12T04:47:59,-1,103,0
2459,AA,PHX,DFW,N3BDAA,0,2018-09-13T02:31:04,0,0,1
144,AS,ANC,PDX,N514AS,24,2018-04-14T03:13:36,-10,182,0
647,NK,IAG,FLL,N630NK,21,2018-07-21T02:41:59,-5,149,0
1990,B6,SJU,EWR,N597JB,19,2018-11-06T17:03:16,-14,239,0
699,US,PHX,CLT,N172US,10,2018-05-24T17:35:08,-11,183,0
114,AS,ANC,SEA,N303AS,15,2018-02-14T16:12:44,-11,176,0
668,B6,PSE,MCO,N653JB,10,2018-01-07T16:39:53,-7,169,1
1162,UA,BQN,EWR,N37293,14,2018-07-12T08:57:22,-1,225,0
1030,B6,BQN,MCO,N239JB,25,2018-08-23T11:23:52,-3,160,0
262,B6,SJU,BOS,N627JB,14,2018-12-04T22:18:25,-14,224,0
2134,B6,SJU,MCO,N307JB,9,2018-06-17T08:07:21,95,163,0
730,B6,BQN,MCO,N621JB,11,2018-01-17T10:40:45,4,148,0
768,B6,PSE,MCO,N317JB,24,2018-05-10T11:30:06,-11,166,0
2276,B6,SJU,BDL,N646JB,15,2018-04-27T18:57:17,72,237,0
602,US,ORD,PHX,N197UW,12,2018-03-13T21:59:14,-1,214,0
695,AS,GEG,SEA,N607AS,22,2018-09-18T10:48:27,-4,39,0
102,HA,HNL,ITO,N492HA,10,2018-11-04T01:22:23,-8,35,0
5467,OO,ONT,SFO,N701BR,19,2018-10-19T07:50:07,13,61,0
108,HA,HNL,KOA,N476HA,12,2018-11-18T21:44:07,-1,30,0
730,AS,ANC,SEA,N423AS,16,2018-03-29T18:29:06,-8,179,0
206,HA,HNL,OGG,N484HA,10,2018-09-04T13:14:06,-11,20,0
1500,UA,ORD,IAH,N30401,23,2018-05-26T00:00:30,4,147,0
1323,AA,MCO,MIA,N3CXAA,14,2018-06-24T00:23:04,-3,38,0
103,NK,BOS,MYR,N616NK,16,2018-06-17T07:41:01,-4,112,0
7404,OO,HIB,MSP,N8982A,37,2018-10-12T07:13:58,-10,35,0
7419,OO,ABR,MSP,N445SW,21,2018-05-26T01:20:08,-2,41,0
5254,OO,MAF,IAH,N746SK,0,2018-08-31T02:20:57,0,0,1
480,US,SEA,PHX,N676AW,15,2018-05-03T18:43:57,-5,146,0
1057,AA,DFW,MIA,N3ASAA,15,2018-10-17T07:23:42,108,133,0
2454,AA,BOS,MIA,N3ETAA,14,2018-08-23T02:31:24,-5,182,0
4354,EV,MKE,IAH,N12142,12,2018-12-11T13:47:58,2,163,0
425,US,PDX,PHX,N174US,13,2018-01-18T05:57:18,60,132,0
89,AA,IAH,MIA,N3KVAA,19,2018-06-14T22:50:38,58,111,0
2099,DL,BNA,DTW,N355NW,30,2018-09-11T22:49:31,-9,66,0
4685,EV,BRO,IAH,N26545,15,2018-04-15T18:38:02,-3,49,0
5583,EV,VPS,ATL,N882AS,9,2018-03-29T14:14:56,-6,42,0
5484,OO,BOI,SFO,N824AS,24,2018-04-22T05:33:30,5,79,0
7370,OO,BJI,MSP,N432SW,31,2018-07-20T03:40:58,-3,34,0
103,HA,HNL,LIH,N477HA,7,2018-09-08T16:33:17,-10,21,0
5187,EV,BNA,ATL,N720EV,32,2018-12-21T23:37:57,0,35,0
2859,MQ,SGF,DFW,N660MQ,0,2018-05-18T20:49:18,0,0,1
1201,UA,PHL,IAH,N79521,12,2018-11-05T14:48:03,2,210,0
1221,UA,PDX,DEN,N37281,9,2018-10-26T01:00:15,4,125,0
1607,UA,SEA,DEN,N36476,10,2018-05-03T18:12:11,-1,138,0
